,Name,Category of registration,Revenue,Nb employees,GUO Name,GUO Revenue,GUO Nb employees,BvD ID,Degree
3202,Universität Wien,Academic institutions,,,UNIVERSITAET WIEN,,,ATLEI580288,2.0
3203,Institut de l'agriculture et de l'alimentation biologiques,,,,,,,,1.0
3204,SICPA SA,Companies and groups,,160.0,MR PHILIPPE AMON,,,CHCHE105732246,1.0
3205,Mediterranean Development Initiative Brussels,,,,,,,,2.0
3206,Kingspan Group PLC,Companies and groups,8896399.67161417,20590.0,KINGSPAN GROUP PLC,8896.0,20590.0,IE070576,2.0
3207,jskwadraat,Self-employed individuals,,1.0,,,,NL62578340,1.0
3208,Sustainalytics BV,Companies and groups,29320.8462350678,100.0,"MORNINGSTAR, INC.",1871.0,12224.0,NL30179673,1.0
3209,Association of European Cartonboard and Carton Manufacturers,Trade and business associations,,,,,,,4.0
3210,Euroseeds,Trade and business associations,6230.94444260979,2.0,,,,BE0861720482,7.0
3211,AVERE - The European Association for Electromobility,"Non-governmental organisations, platforms and networks and similar",,,,,,,4.0
3212,"Avanci, LLC",Companies and groups,460.0,3.0,,,,US298617101L,5.0
3213,Sustainable Apparel Coalition,Trade and business associations,,20.0,,,,NL59409045,3.0
3214,The European Society of Intensive Care Medicine,Trade unions and professional associations,,,,,,ESN0391771C,5.0
3215,Air France-KLM,Companies and groups,28251020.6454992,74602.0,AIR FRANCE - KLM SA,28251.0,74602.0,FR552043002,13.0
3216,European Confederation of Police,Trade unions and professional associations,,,,,,LULF6760,9.0
3217,Luxembourg House of Financial Technology Foundation,,,,,,,,2.0
3218,Citadel LLC,Companies and groups,280902.660820537,388.0,,,,RU75688824,6.0
3219,Asociación Estatal De Empresas Operadoras Portuarias,Trade and business associations,,,,,,,2.0
3220,Provincie Limburg,"Other organisations, public or mixed entities",,1000.0,PROVINCIE LIMBURG,,1000.0,BE0207725203,1.0
3221,Tripadvisor LLC,,,,MR GREGORY B MAFFEI,,,US126001096L,1.0
3222,CONSEIL DE COOPERATION ECONOMIQUE,,,,CONSEIL DE COOPERATION ECONOMIQUE,,,FR452782147,17.0
3223,ChildFund Alliance,,45700.0,675.0,,,,US199099008L,4.0
3224,Green REV Institute,"Non-governmental organisations, platforms and networks and similar",,,,,,PL147376122,3.0
3225,Georgios Tziallas,Self-employed individuals,,,,,,GR060581703000,4.0
3226,CloudFerro sp. z o.o.,,15656.3227869272,,,,,PL360818463,2.0
3227,Wolkat Products B.V.,Companies and groups,,,STICHTING ADMINISTRATIEKANTOOR WOLKAT PRODUCTS HOLDING,,,NL74101749,1.0
3228,Magyar Helsinki Bizottság,"Non-governmental organisations, platforms and networks and similar",1552.53450932261,29.0,,,,HU19013983,2.0
3229,NRW.BANK,"Other organisations, public or mixed entities",810247.634252906,1538.0,LAND NORDRHEIN-WESTFALEN,,,DEFEB19856,2.0
3230,European Anti Poverty Network,"Non-governmental organisations, platforms and networks and similar",165.635434330106,3.0,,,,IE214663,4.0
3231,Elia Transmission Belgium,Companies and groups,1750289.76023197,,ELIA GROUP SA,4274.0,3127.0,BE0731852231,2.0
3232,Climate Cleanup Foundation,"Non-governmental organisations, platforms and networks and similar",,,,,,US236964464L,1.0
3233,Loneliness in Europe,"Non-governmental organisations, platforms and networks and similar",,,,,,,1.0
3234,Vodafone Stiftung Deutschland gGmbH,"Non-governmental organisations, platforms and networks and similar",,2.0,VODAFONE GROUP PLC,59599.0,98103.0,DE5050456587,12.0
3235,Inmarsat Global Ltd,Companies and groups,1185201.04769179,903.0,CONNECT BIDCO LIMITED,,,GB03675885,3.0
3236,Churches' Commission for Migrants in Europe,Organisations representing churches and religious communities,,,,,,BE*110293415685,3.0
3237,Binance France SAS,,10744.9232447147,30.0,MR ZHAO CHANGPENG,,,FR905060109,2.0
3238,Science Business International SRL,"Other organisations, public or mixed entities",515.094874497175,,MR ALAIN HENRI MUNOZ,,,FR430247916,3.0
3239,First Ammonia,Companies and groups,5220.0,10.0,,,,US348248576L,5.0
3240,Forestiers Privés de France,,124.314304411292,,,,,FR784359978,2.0
3241,CONCORD Europe,"Non-governmental organisations, platforms and networks and similar",4933.69596719742,113.0,"CONCORD INTERNATIONAL HOLDCO, INC.",0.0,3.0,BG206125468,22.0
3242,"Fundación Privada Monte de Piedad y Caja de Ahorros San Fernando de Huelva, Jerez y Sevilla","Non-governmental organisations, platforms and networks and similar",,,,,,ESG91763235,2.0
3243,Netafim Deutschland GmbH,,,6.0,"ORBIA ADVANCE CORPORATION, S.A.B. DE C.V.",9668.0,,DE6070255897,1.0
3244,Donors and Foundations Networks in Europe,,,1.0,,,,BE0707900060,7.0
3245,Törkel Consulting GmbH i.L.,,,,,,,DE2012217226,1.0
3246,"Krajowy Sekretariat Zasobów Naturalnych, Ochrony Środowiska i Leśnictwa Niezależny Samorządny Związek Zawodowy Solidarność (National Secretariat for Environmental Protection, Natural Resources and Forestry of Independent Self-Governing Trade Union",,,,,,,,2.0
3247,Naturschutzbund Deutschland e.V.,"Non-governmental organisations, platforms and networks and similar",,4.0,,,,DE5050871633,20.0
3248,"Alliance for Logistics Innovation through Collaboration in Europe, ALICE","Non-governmental organisations, platforms and networks and similar",,,,,,BE0840574977,2.0
3249,Commerzbank AG,Companies and groups,11240892.0067549,41909.0,COMMERZBANK AG,10138.0,37852.0,DEFEB13190,15.0
3250,Danish Shipping,Trade and business associations,234551.351589471,525.0,DACHSER GROUP SE & CO. KG,8128.0,31135.0,DK17169114,2.0
3251,Nadacia Habitat for Humanity International,"Non-governmental organisations, platforms and networks and similar",599.648587649584,38.0,,,,SK37925601,2.0
3252,"Център за междуетнически диалог и толерантност ""Амалипе""","Non-governmental organisations, platforms and networks and similar",,42.0,,,,BG104590738,2.0
3253,European Organisation of Prison and Correctional Services,"Non-governmental organisations, platforms and networks and similar",,,,,,,2.0
3254,LP Brussels,Professional consultancies,,2.0,,,,BE0846842167,2.0
3255,IRITS Events Ltd,,,2.0,MR YU OMURA,,,GB08847356,1.0
3256,Dutch Produce Association,Trade and business associations,,,,,,NL40413821,1.0
3257,European State Forest Association,Trade and business associations,,1.0,,,,BE0877545835,12.0
3258,european competitive telecommunications association,Trade and business associations,,1.0,,,,BE0679888440,2.0
3259,European Development Finance Institutions,Trade and business associations,,,EUROPEAN DEVELOPMENT FINANCE INSTITUTIONS,,,BE0862014254,4.0
3260,Pelagic Freezer-trawler Association,Trade and business associations,,4.0,,,,NL34130841,6.0
3261,Klimadelegation e.V.,"Non-governmental organisations, platforms and networks and similar",,,,,,DE5250271205,1.0
3262,Hyperloop Transportation Technologies,Companies and groups,958.386808633804,16.0,,,,BR29797976000119,3.0
3263,Sdružení pro integraci a migraci,"Non-governmental organisations, platforms and networks and similar",176.826849579811,15.0,,,,CZ26612933,6.0
3264,Pandemic Action Network,"Non-governmental organisations, platforms and networks and similar",,,,,,,6.0
3265,Society of European Affairs Professionals,Trade unions and professional associations,,,,,,,1.0
3266,Polski Klub Ekologiczny Okręg Mazowiecki,"Non-governmental organisations, platforms and networks and similar",,,,,,PL010377843,2.0
3267,ZN,Professional consultancies,1247.12205495358,8.0,MR DORIANO BEDESCHI,,,IT02931090357,1.0
3268,Federation of Screenwriters in Europe,"Non-governmental organisations, platforms and networks and similar",,,,,,BE0478454478,1.0
3269,PostNL Holding B.V>,Companies and groups,,,POSTNL N.V.,3362.0,35647.0,NL27168507,3.0
3270,OMA,,78824.1261556409,30.0,KHOLDINGOVAYA KOMPANIYA YUESEM,2968.0,35.0,RU40008750N,1.0
3271,Orano,Companies and groups,173522.937545776,3.0,GOVERNMENT OF FRANCE,,,FR330956871,7.0
3272,SCOR SE,Companies and groups,29507.1993380412,,,,,ARFEI1024777,1.0
3273,SCOPE Europe (Self and Co-Regulation for an Optimized Policy Environment in Europe),Think tanks and research institutions,,,SCOPE EUROPE BVBA/SPRL,,,BE*110342966787,1.0
3274,Relief International-UK,,67228.0612323427,17.0,,,,GB04476247,1.0
3275,"Skogen, Kemin, Gruvorna och Stålet",Trade and business associations,,,,,,,1.0
3276,Clúster Bananero del Ecuador,,,,,,,,1.0
3277,WIFO - Österreichisches Institut für Wirtschaftsforschung,Think tanks and research institutions,,,,,,ATLEI556238,2.0
3278,INSTITUT PHOTOVOLTAIQUE D’ ILE DE FRANCE,Companies and groups,13745.9327479792,,,,,FR539072793,1.0
3279,Chatterbox Labs Limited,Companies and groups,,,,,,GB07860307,1.0
3280,Centre National de Coopération au Développement- 11 11 11,"Non-governmental organisations, platforms and networks and similar",,,,,,CD0000986093,2.0
3281,MARKENVERBAND,Trade and business associations,,20.0,MARKENVERBAND E.V.,,20.0,DE2011948799,1.0
3282,WWF Deutschland,"Non-governmental organisations, platforms and networks and similar",83816.4658766863,218.0,WWF DEUTSCHLAND,84.0,218.0,DE2012181406,7.0
3283,Morgan Stanley,Companies and groups,53877000.0,82427.0,MORGAN STANLEY,53877.0,82427.0,US363145972,4.0
3284,Novolipetsk Steel,,16196000.0,,MR VLADIMIR SERGEEVICH LISIN,,,RU05757665,4.0
3285,Digital Policy Roundtable,,,,,,,,2.0
3286,Bundesverband der Deutschen Luft- und Raumfahrtindustrie e. V.,Trade and business associations,,26.0,,,,DE2011196356,3.0
3287,European Rural Poultry Association,Trade and business associations,,,,,,,6.0
3288,National Railway Company CFR S.A.,,,,,,,,1.0
3289,Sovereign Strategy,,1280.0,2.0,,,,US309976448L,1.0
3290,Recycling Netwerk Benelux,"Non-governmental organisations, platforms and networks and similar",,,,,,,1.0
3291,Stowarzyszenie Dystrybutorów i Producentów Części Motoryzacyjnych,Trade and business associations,,,,,,PL140248378,1.0
3292,Carbon Engineering Ltd,Companies and groups,,2.0,,,,GB02537751,2.0
3293,Greenpeace European Unit,"Non-governmental organisations, platforms and networks and similar",,18.0,,,,BE0457563648,58.0
3294,"FIGIEFA - Fédération Internationale des Grossistes, Importateurs & Exportateurs en Fournitures Automobiles / International Federation of Automotive Distributors",Trade and business associations,,,,,,,9.0
3295,Hitachi Europe Ltd.,Companies and groups,163881.004291534,282.0,HITACHI LTD,83783.0,322525.0,GB02210686,2.0
3296,PANASONIC EUROPE BV,Companies and groups,,49.0,PANASONIC HOLDINGS CORPORATION,62773.0,233391.0,NL71327452,1.0
3297,Ofek: The Israeli Center for Public Affairs,Think tanks and research institutions,,,,,,,1.0
3298,"Boury, Tallon & Associés",Professional consultancies,10998.7532225045,12.0,BOURY TALLON & ASSOCIES,11.0,12.0,FR502999626,2.0
3299,EUROCADRES - THE COUNCIL OF EUROPEAN PROFESSIONAL AND MANAGERIAL STAFF,Trade unions and professional associations,,,,,,,3.0
3300,Long Distance Advisory Council / Consejo Consultivo de Flota de Larga Distancia / Conseil Consultatif de Pêche Lointaine,"Other organisations, public or mixed entities",,,,,,,6.0
3301,ŠKODA TRANSPORTATION,Companies and groups,522875.785117798,1981.0,MRS RENATA KELLNEROVA,,,CZ62623753,1.0
3302,Confédération Européenne de la Production de Maïs,Trade unions and professional associations,,, ,,,FR477766240,1.0
3303,IBM Corporation,Companies and groups,60530000.0,311300.0,INTERNATIONAL BUSINESS MACHINES CORP,60530.0,311300.0,US130871985,29.0
3304,Wärtsilä Corporation,Companies and groups,6287603.98328304,17581.0,WARTSILA OYJ,6288.0,17581.0,FI01286311,14.0
3305,Austrian Power Grid AG,Companies and groups,2055777.29282272,610.0,REPUBLIK ÖSTERREICH,,,AT9110298849,1.0
3306,International Disability and Development Consortium,"Non-governmental organisations, platforms and networks and similar",,1.0,,,,BE0888489613,4.0
3307,ENGINEERS EUROPE,Trade unions and professional associations,702.195177704096,2.0,E-NGINEERS EUROPE AB,1.0,2.0,SE5592298672,4.0
3308,Crosshill Global Solutions SIA,Companies and groups,790.132634503841,3.0,MR TOMS KREICBERGS,,,LV540305899,1.0
3309,Korea International Trade Association,Trade and business associations,209123.598676146,,KOREA INTERNATIONAL TRADE ASSOCIATION,209.0,,KR1101210000647,1.0
3310,Springer Nature AG & Co. KGaA,Companies and groups,2083191.74551964,8907.0,GEORG VON HOLTZBRINCK GMBH & CO. KG,2042.0,5137.0,DE8170983437,1.0
3311,NAVAL ENERGIES,,4727.18826807976,61.0,GOVERNMENT OF FRANCE,,,FR790256671,1.0
3312,Fundacja Ocalenie,,2662.80790637434,,FUNDACJA OCALENIE,3.0,,PL016446315,2.0
3313,Freie Universität Berlin,Academic institutions,,,FREIE UNIVERSITÄT BERLIN,,,DELEI868905,1.0
3314,Indigo Agriculture Europe GmbH,Companies and groups,,1.0,"INDIGO AG, INC.",,,CHCHE402870652,3.0
3315,Safe Food Advocacy Europe,"Non-governmental organisations, platforms and networks and similar",,1.0,,,,BE0578909064,1.0
3316,Oversight Board,"Other organisations, public or mixed entities",5120.0,15.0,,,,US327684914L,4.0
3317,SOLAR IMPULSE FOUNDATION,"Non-governmental organisations, platforms and networks and similar",11700.0,1.0,THE SOLAR FOUNDATION,12.0,1.0,US205635351L,12.0
3318,European Platform for the Responsible use of medicines in animals,Trade and business associations,,,,,,,1.0
3319,Deep Sea Conservation Coalition,"Non-governmental organisations, platforms and networks and similar",,,,,,NZ9429043265138,4.0
3320,AGRICORD vzw,"Non-governmental organisations, platforms and networks and similar",,10.0,,,,BE0480255611,1.0
3321,Liseberg AB,Companies and groups,132639.221829012,1008.0,GOETEBORGS KOMMUN,0.0,10000.0,SE5560236811,1.0
3322,Dell Inc.,Companies and groups,56940000.0,111300.0,MR MICHAEL SAUL DELL,,,US742487834,3.0
3323,Allwyn International a.s.,Companies and groups,8319.47600840048,,ALLWYN AG,,35.0,CZ24287814,1.0
3324,Die Deutsche Kreditwirtschaft,Trade and business associations,,,,,,,1.0
3325,"Asociación de Usuarios de Bancos, Cajas y Seguros","Non-governmental organisations, platforms and networks and similar",,,,,,,2.0
3326,Agence de développement et d'innovation de Mayotte,,,, ,,,FR130022965,1.0
3327,funline Media GmbH,,,2.0,,,,DE8330464090,4.0
3328,Grande Loge Féminine de France (Institut Maçonnique Européen),Think tanks and research institutions,,,,,,,1.0
3329,Ecolog International FZE,Companies and groups,240000.0,80.0,ECOLOG INTERNATIONAL BV,,,AE0000265222,1.0
3330,Chanel Limited,Companies and groups,17210759.3309045,30290.0,"WERTHEIMER, GERARD & WERTHEIMER. ALAIN",,,GB00203669,4.0
3331,2030 sekretariatet,"Non-governmental organisations, platforms and networks and similar",339.972945228219,1.0,,,,SE5592324825,1.0
3332,EVN AG,Companies and groups,4043569.57195401,7135.0,LAND NIEDERÖSTERREICH,,,AT9110000017,1.0
3333,Eesti Energia Aktsiaselts,Companies and groups,1750929.71992493,,ESTONIA GOVT,,,EE10421629,5.0
3334,Voka - Kamer van Koophandel West-Vlaanderen,,10531.3377637905,46.0,,,,BE0430492334,1.0
3335,PET Europe - Producers' Association,Trade and business associations,,,,,,BE0829158374,1.0
3336,MAHLE International GmbH,Companies and groups,489431.009776592,,MAHLE-STIFTUNG GESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG,,8.0,DE7330398414,10.0
3337,Eesti Meediaettevõtete Liit MTÜ,,,,,,,EE80010337,1.0
3338,Blic Oy,Professional consultancies,2332.65308082104,17.0,MR NIILO HJALMAR MUSTONEN,,,FI10543631,10.0
3339,Associação Técnica da Indústria de Cimento,Trade and business associations,613.367557525635,16.0,,,,BR40094069000146,1.0
3340,Tellurian Trading UK Ltd,Companies and groups,,,TELLURIAN INC.,392.0,171.0,GB10923357,2.0
3341,Index Industry Association,Trade and business associations,910.0,4.0,,,,US301933484L,2.0
3342,European Recycling Industries' Confederation,Trade and business associations,,7.0,,,,BE0598755363,5.0
3343,Tencent International Service Europe B.V.,Companies and groups,,41.0,GENERAL SMART DEVELOPMENT LIMITED,,,NL70972966,1.0
3344,Clean up the Internet,"Non-governmental organisations, platforms and networks and similar",,,,,,GB11879689,1.0
3345,Climate Bonds Initiative Europe,"Non-governmental organisations, platforms and networks and similar",,,,,,BE0730588756,3.0
3346,Eurogroup for Animals,"Non-governmental organisations, platforms and networks and similar",4381.69095811725,24.0,,,,BE0862667718,18.0
3347,bunq BV,Companies and groups,,153.0,BUNQ B.V.,,153.0,NL54992060,1.0
3348,International Video Federation,Trade and business associations,,, ,,,FR353369960,3.0
3349,US Dairy Export Council,Trade and business associations,,,DAIRY MANAGEMENT INC,95.0,120.0,US132277156L,1.0
3350,Amazon Europe Core SARL,Companies and groups,13814278.7252748,,"AMAZON.COM, INC.",513983.0,1541000.0,LULB180022,41.0
3351,Refashion,,59743.3954412127,,,,,FR509292801,1.0
3352,Lantbrukarnas Riksförbund,Trade and business associations,454212.766214833,,,,,SE30090SS,11.0
3353,Bundesdruckerei GmbH,Companies and groups,949845.493935317,3238.0,BUNDESREPUBLIK DEUTSCHLAND,,,DE2011285627,1.0
3354,Global Initiative for Digital Empowerment,Think tanks and research institutions,,,,,,,1.0
3355,Public Power Corporation S.A.,Companies and groups,12027548.5935265,12755.0,PUBLIC POWER CORPORATION S.A.,12028.0,12755.0,GR000786301000,7.0
3356,European Metropolitan Authorities,Associations and networks of public authorities,,,,,,,2.0
3357,"Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail","Other organisations, public or mixed entities",,, ,,,FR130012024,1.0
