Name,Type,TR Country,Category of registration,Level of interest,Fields of interest,Lobbying cost,Members FTE,Orbis Country,Country ISO,City,BvD ID,BvD sectors,NAICS,Last year,Revenue,Shareholders funds,Assets,Nb employees,corporate group size,Entity type,GUO Name,GUO Country ISO,GUO Type,GUO NAICS,GUO Revenue,GUO Assets,GUO Nb employees,Betweenness,Closeness,Degree,Strength
Eunomia Research & Consulting Limited,Organization,UNITED KINGDOM,Professional consultancies,Global,"Agriculture and rural development, Energy, Environment, Regional policy, Transport, Business and industry, Climate action, Digital economy and society, International co-operation and development, Maritime affairs and fisheries, Research and innovation",10000-49999,0.25,United Kingdom,GB,BRISTOL,GB04150627,Business Services,"Other Professional, Scientific, and Technical Services",2021,,2753.11345629501,6066.83390607834,119,5,Controlled subs.,MR JOSEPH PIERRE GILBERT PAPINESCHI,GB,One or more named individuals or families,,,,,2.74620829292195E-14,0.194682661365053,3,3
Novo Nordisk A/S,Organization,DENMARK,Companies and groups,Global,"Trade, Energy, Environment, Public health, Business and industry, Climate action, Digital economy and society, Research and innovation",600000-699999,0.75,Denmark,DK,BAGSVAERD,DK24256790,"Chemicals, Petroleum, Rubber & Plastic",Pharmaceutical and Medicine Manufacturing,2022,25544877.1927357,11974125.3274083,34602706.4910829,55185,445,Controlled subs.,NOVO NORDISK FONDEN,DK,"Foundation, research Institute",Other Financial Investment Activities,29867,69086,74196,2.7669934070231E-12,0.240153798191832,7,7
Inter Ikea Systems BV,Organization,NETHERLANDS,Companies and groups,"European, Global, National","Trade, Competition, Customs, Energy, Environment, Taxation, Food safety, Transport, Business and industry, Climate action, Consumers, Digital economy and society, Single market",600000-699999,3.5,Netherlands,NL,DELFT,NL27232886,Retail,Furniture and Home Furnishings Retailers,2007,2783340.84532928,2683183.62496948,4635150.49985504,,369,Controlled subs.,INTEROGO FOUNDATION,LI,"Foundation, research Institute",Business Support Services,,,6,3.82288633809232E-13,0.225116405930371,5,5
trivago N.V.,Organization,GERMANY,Companies and groups,Global,"Competition, Economy, finance and the euro, Transport, Business and industry, Digital economy and society, Single market",25000-49999,0.75,Netherlands,NL,DSSSELDORF,NL67222927,Media & Broadcasting,"Web Search Portals, Libraries, Archives, and Other Information Services",2022,570634.992616177,599147.330136299,737651.673283577,709,231,Controlled subs.,"EXPEDIA GROUP, INC.",US,Corporate,Travel Arrangement and Reservation Services,11667,21561,16500,5.42821960731226E-13,0.232897972346515,6,6
Veikkaus Oy,Organization,FINLAND,Companies and groups,Regional/local,"Competition, Culture, Taxation, Youth, Sport, Banking and financial services, Consumers, Culture and media, Digital economy and society, Fraud prevention, Single market",50000-99999,0.5,Finland,FI,VANTAA,FI01245026,"Travel, Personal & Leisure",Other Amusement and Recreation Industries,2015,2281477.41029811,649983.257207751,803813.292187214,350,0,Single location,,,,,,,,9.76262875992686E-15,0.177643513820988,2,2
Umweltinstitut München e.V.,Organization,GERMANY,"Non-governmental organisations, platforms and networks and similar",National,"Agriculture and rural development, Economy, finance and the euro, Energy, Environment, Food safety, Climate action",2754046,0.25,,,,,,,,,,,,,,,,,,,,,2.3765474134307E-13,0.161841533958009,2,2
Identity Matters Consulting,Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.161416497869665,1,1
Accor,Organization,,,,,,,France,FR,ISSY-LES-MOULINEAUX,FR602036444,"Travel, Personal & Leisure",Traveler Accommodation,2022,4505316.23840332,5819366.80793762,12493079.8059702,290500,456,GUO,ACCOR,FR,Corporate,Traveler Accommodation,4505,12493,290500,5.35880714080925E-14,0.209884840338577,3,3
Association Sherpa,Organization,FRANCE,"Non-governmental organisations, platforms and networks and similar","European, Global, National","Environment, Taxation, Justice and fundamental rights, Business and industry, Climate action, Consumers, Fraud prevention, Institutional affairs, Humanitarian aid and civil protection",892607,1,France,FR,LA MOTTE D AVEILLANS,FR395182025,"Public Administration, Education, Health Social Services",Other Schools and Instruction, ,,,,,0,Single location, , , , ,,,,3.09532811807429E-15,0.191536268399417,2,2
Rhodium group,Organization,,,,,,,United States of America,US,OAKLAND,US291991157L,Business Services,"Management, Scientific, and Technical Consulting Services",2022,6220,,,5,0,Independent co,,,,,,,,2.72503719697532E-14,0.185694082859255,2,3
Virus Matemático,Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.178798006994089,1,1
Europtimum Conseil,Organization,FRANCE,Professional consultancies,"European, Global, National, Regional/local","Agriculture and rural development, Budget, Trade, Competition, Energy, Environment, Regional policy, External relations, Trans-European Networks, Public health, Food safety, Transport, Business and industry, Climate action, Consumers, Digital economy and society, Foreign affairs and security policy, Maritime affairs and fisheries, Single market",1000000-,4,France,FR,STRASBOURG,FR508973658,Business Services,Business Support Services,2022,,454.707360836864,761.304583535194,,0,Independent co,,,,,,,,8.79086157122687E-14,0.185601619095042,2,2
Prekursor Foundation for Social Policy,Organization,POLAND,"Non-governmental organisations, platforms and networks and similar",National,"Justice and fundamental rights, Regional policy, Public health, Education and training, International co-operation and development, Research and innovation",93280,0.5,,,,,,,,,,,,,,,,,,,,,3.8043253540228E-15,0.193088581789015,2,2
European Building Automation and Controls Association,Organization,BELGIUM,Trade and business associations,European,"Competition, Economy, finance and the euro, Employment and social affairs, Energy, Environment, Taxation, Regional policy, Public health, Business and industry, Climate action, Communication, Consumers, Culture and media, Digital economy and society, Education and training, Institutional affairs, Research and innovation, Single market",300000-399999,3.25,,,,,,,,,,,,,,,,,,,,,1.63738787640593E-13,0.239253768428027,3,3
European Association for the Study of Obesity,Organization,IRELAND,"Non-governmental organisations, platforms and networks and similar",European,"Employment and social affairs, Youth, Justice and fundamental rights, Regional policy, Public health, Food safety, Transport, Communication, Consumers, Digital economy and society, Education and training, International co-operation and development, Research and innovation",500000-599999,6.25,United Kingdom,GB,LONDON,GB05483950,Business Services,Scientific Research and Development Services,2022,2567.48310025525,461.128998425126,602.900198129892,,0,Single location,,,,,,,,2.24769602346509E-15,0.197251621713895,2,2
Principles for Responsible Investment,Organization,UNITED KINGDOM,"Non-governmental organisations, platforms and networks and similar",Global,"Agriculture and rural development, Trade, Economy, finance and the euro, Employment and social affairs, Energy, Environment, Taxation, Justice and fundamental rights, Regional policy, Banking and financial services, Climate action",32637042,4.5,United States of America,US,NEW YORK,US296368625L,,,2022,280,,,10,0,Single location,,,,,,,,4.53360392665073E-13,0.201461050282446,5,9
MBDA,Organization,FRANCE,Companies and groups,"European, Global, National, Regional/local","Budget, Trade, Competition, Environment, Taxation, Justice and fundamental rights, Regional policy, External relations, Transport, Borders and security, Business and industry, Digital economy and society, Education and training, Foreign affairs and security policy, Institutional affairs, International co-operation and development, Research and innovation, Single market",50000-99999,0.5,France,FR,LE PLESSIS ROBINSON,FR378168470,Metals & Metal Products,Other Fabricated Metal Product Manufacturing,2022,2918159.73409797,1051080.36971025,9262731.54586833,5707,27,Controlled subs.,MBDA,FR,Corporate,Management of Companies and Enterprises,8,1634,,3.57058529466979E-13,0.216037841678196,5,5
BEL,Organization,FRANCE,Companies and groups,Global,"Agriculture and rural development, Trade, Competition, Customs, Economy, finance and the euro, Enlargement, Environment, Food safety, Business and industry, Climate action, Consumers, Research and innovation",1000000-1249999,0.25,France,FR,SURESNES,FR542088067,Food & Tobacco Manufacturing,Dairy Product Manufacturing,2022,3834425.16028881,1699092.98479557,4445586.66706085,1092,81,Controlled subs.,GROUPE FAMILIAL FIEVET - BEL,,One or more named individuals or families,,,,,3.03865266722608E-14,0.184608256646217,2,2
CANOPEA,Organization,BELGIUM,"Non-governmental organisations, platforms and networks and similar","European, National","Agriculture and rural development, Energy, Environment, Transport, Climate action",1950570,0.5,Belgium,BE,NAMUR,BE0414894140,"Public Administration, Education, Health Social Services",Individual and Family Services,2021,2734.91941004276,528.949260792732,1226.37055212021,25,2,GUO,CANOPEA,BE,Corporate,Individual and Family Services,3,1,25,2.01462278354534E-15,0.208936062490959,2,2
EU-LIFE,Organization,SPAIN,"Non-governmental organisations, platforms and networks and similar",European,"Budget, Public health, Food safety, Education and training, Research and innovation",180000,2.5,Portugal,PT,FERREIRA DO ALENTEJO,PT510786146,Business Services,"Management, Scientific, and Technical Consulting Services",2022,545.085593812472,2411.32209928659,3361.24860537724,5,0,Independent co,,,,,,,,0,0.176700870123714,1,1
Atlantik-Brücke e.V.,Organization,GERMANY,"Non-governmental organisations, platforms and networks and similar",Global,"Trade, Economy, finance and the euro, Energy, External relations, Trans-European Networks, Banking and financial services, Borders and security, Business and industry, Climate action, Culture and media, Digital economy and society, Education and training, Foreign affairs and security policy, International co-operation and development, Migration and asylum, Research and innovation, Single market",2360000,6,Germany,DE,BERLIN,DE2011404846,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",2022,,,,10,0,Single location,,,,,,,,0,0.191953087363158,1,1
SPARK,Organization,NETHERLANDS,"Non-governmental organisations, platforms and networks and similar",Global,"Agriculture and rural development, Culture, Enlargement, Employment and social affairs, Youth, External relations, Education and training, European neighbourhood policy, Humanitarian aid and civil protection, International co-operation and development, Migration and asylum",16000564,1.25,Japan,JP,NISHI-KU HIROSHIMA-SHI,JP8240001005256,Retail,Grocery and Convenience Retailers,2022,106886.183543129,18981.649365508,38766.3216942754,143,0,Independent co,,,,,,,,0,0.161421007781177,1,1
Radio Télévison Belge Francophone,Organization,BELGIUM,"Other organisations, public or mixed entities",National,Culture and media,-10000,0.25,,,,,,,,,,,,,,,,,,,,,0,0.176606345906951,1,1
European Technology Policy,Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.18012470771629,1,1
Isabel NV,Organization,,,,,,,Belgium,BE,BRUSSEL,BE0455530509,"Banking, Insurance & Financial Services",Nondepository Credit Intermediation,2022,95681.4402931929,53422.7685683966,76975.4184681177,219,4,GUO,ISABEL,BE,Corporate,Nondepository Credit Intermediation,96,77,219,3.27842938238502E-14,0.188936852088034,2,2
